Time series of measured orientation data in quaternions:
Time (s)	hand_l_imu	humerus_r_imu	torso_imu	radius_l_imu	calcn_r_imu	head_imu	femur_l_imu	radius_r_imu	calcn_l_imu	tibia_l_imu	hand_r_imu	humerus_l_imu	femur_r_imu	pelvis_imu	tibia_r_imu
73.1518628	~[-0.016515,0.092664,-0.492015,-0.865484]	~[0.031606,-0.530697,0.260644,-0.805870]	~[0.159201,-0.391676,-0.107657,-0.899808]	~[-0.235014,-0.159940,-0.469123,-0.836129]	~[0.048417,-0.398983,0.117025,-0.908170]	~[-0.457403,-0.374197,-0.565504,-0.575296]	~[0.355418,-0.134705,-0.676448,-0.630833]	~[0.697923,-0.165496,0.300259,-0.628775]	~[0.408017,-0.309304,-0.221092,-0.830043]	~[0.617507,-0.342678,-0.671850,-0.223325]	~[0.328026,0.014307,0.463562,-0.822985]	~[0.527062,-0.343254,-0.400579,-0.666272]	~[-0.008828,-0.444545,0.459675,-0.768765]	~[0.772720,0.192804,-0.578564,0.176049]	~[-0.363214,-0.477747,0.601535,-0.527247]
73.171884	~[-0.016464,0.092655,-0.491908,-0.865546]	~[0.031015,-0.530694,0.261189,-0.805718]	~[0.159351,-0.391395,-0.107644,-0.899906]	~[-0.235041,-0.160007,-0.469088,-0.836128]	~[0.048444,-0.398980,0.116974,-0.908177]	~[-0.457352,-0.374150,-0.565462,-0.575407]	~[0.355440,-0.134778,-0.676371,-0.630888]	~[0.696963,-0.166365,0.302028,-0.628764]	~[0.407977,-0.309300,-0.221098,-0.830063]	~[0.617464,-0.342696,-0.671894,-0.223283]	~[0.330065,0.012351,0.464202,-0.821840]	~[0.527031,-0.343037,-0.400677,-0.666349]	~[-0.008972,-0.444494,0.459734,-0.768758]	~[0.772732,0.192654,-0.578628,0.175953]	~[-0.363182,-0.477778,0.601538,-0.527238]
73.2018656	~[-0.016430,0.092644,-0.491912,-0.865546]	~[0.030293,-0.530657,0.261591,-0.805640]	~[0.159334,-0.391192,-0.107496,-0.900014]	~[-0.235065,-0.160028,-0.469056,-0.836135]	~[0.048433,-0.398979,0.116970,-0.908179]	~[-0.457310,-0.374045,-0.565423,-0.575547]	~[0.355519,-0.134839,-0.676285,-0.630922]	~[0.695658,-0.168224,0.304882,-0.628337]	~[0.408014,-0.309279,-0.221116,-0.830047]	~[0.617438,-0.342691,-0.671946,-0.223210]	~[0.333367,0.010340,0.465566,-0.819761]	~[0.526933,-0.342897,-0.400839,-0.666402]	~[-0.009113,-0.444461,0.459836,-0.768714]	~[0.772804,0.192611,-0.578532,0.176000]	~[-0.363138,-0.477808,0.601533,-0.527246]
73.2218612	~[-0.016390,0.092681,-0.491959,-0.865516]	~[0.029521,-0.530442,0.261871,-0.805719]	~[0.158781,-0.391071,-0.107166,-0.900204]	~[-0.235105,-0.160147,-0.469054,-0.836102]	~[0.048395,-0.398974,0.117004,-0.908178]	~[-0.457331,-0.373908,-0.565406,-0.575636]	~[0.355581,-0.134946,-0.676169,-0.630990]	~[0.693697,-0.171875,0.310215,-0.626905]	~[0.408014,-0.309281,-0.221135,-0.830041]	~[0.617412,-0.342706,-0.671974,-0.223171]	~[0.336385,0.006999,0.468051,-0.817144]	~[0.526729,-0.342892,-0.400943,-0.666502]	~[-0.009283,-0.444430,0.460003,-0.768630]	~[0.772775,0.192532,-0.578602,0.175983]	~[-0.363048,-0.477886,0.601504,-0.527270]
73.2518623	~[-0.016447,0.092770,-0.492007,-0.865478]	~[0.029100,-0.531011,0.262670,-0.805100]	~[0.158313,-0.390840,-0.106947,-0.900413]	~[-0.235165,-0.160262,-0.469074,-0.836052]	~[0.048418,-0.398984,0.117015,-0.908171]	~[-0.457439,-0.373696,-0.565345,-0.575748]	~[0.355656,-0.135004,-0.676050,-0.631062]	~[0.690824,-0.179096,0.320325,-0.622959]	~[0.408031,-0.309268,-0.221142,-0.830036]	~[0.617388,-0.342703,-0.672002,-0.223160]	~[0.338108,-0.000409,0.472616,-0.813828]	~[0.526473,-0.342942,-0.400933,-0.666686]	~[-0.009386,-0.444425,0.460174,-0.768530]	~[0.772579,0.192538,-0.578895,0.175873]	~[-0.362972,-0.477931,0.601525,-0.527259]
73.2719518	~[-0.016502,0.092807,-0.492027,-0.865462]	~[0.028191,-0.529905,0.263774,-0.805499]	~[0.157816,-0.390551,-0.106670,-0.900659]	~[-0.235158,-0.160377,-0.469091,-0.836023]	~[0.048470,-0.398990,0.116996,-0.908168]	~[-0.457623,-0.373507,-0.565238,-0.575830]	~[0.355698,-0.135069,-0.675959,-0.631122]	~[0.687213,-0.189517,0.332710,-0.617353]	~[0.408055,-0.309236,-0.221145,-0.830036]	~[0.617336,-0.342728,-0.672023,-0.223202]	~[0.337248,-0.016558,0.482581,-0.808149]	~[0.526114,-0.343072,-0.400867,-0.666942]	~[-0.009405,-0.444380,0.460306,-0.768476]	~[0.772456,0.192486,-0.579105,0.175779]	~[-0.362932,-0.477921,0.601565,-0.527248]
73.3015752	~[-0.016482,0.092822,-0.492009,-0.865471]	~[0.029044,-0.529398,0.263571,-0.805869]	~[0.157437,-0.390314,-0.106504,-0.900847]	~[-0.235199,-0.160454,-0.469111,-0.835985]	~[0.048534,-0.399028,0.116986,-0.908150]	~[-0.457689,-0.373336,-0.565213,-0.575913]	~[0.355697,-0.135099,-0.675957,-0.631118]	~[0.686474,-0.190185,0.333901,-0.617327]	~[0.408080,-0.309254,-0.221151,-0.830015]	~[0.617298,-0.342769,-0.672013,-0.223273]	~[0.335904,-0.031915,0.487122,-0.805519]	~[0.525794,-0.343180,-0.400765,-0.667200]	~[-0.009368,-0.444365,0.460360,-0.768454]	~[0.772403,0.192469,-0.579149,0.175885]	~[-0.362892,-0.477949,0.601537,-0.527282]
73.3218151	~[-0.016462,0.092848,-0.491975,-0.865488]	~[0.030342,-0.530020,0.261796,-0.805991]	~[0.157285,-0.390036,-0.106505,-0.900994]	~[-0.235160,-0.160597,-0.469254,-0.835888]	~[0.048496,-0.399011,0.117021,-0.908154]	~[-0.457665,-0.373226,-0.565190,-0.576026]	~[0.355724,-0.135062,-0.676022,-0.631042]	~[0.687107,-0.188156,0.328609,-0.620079]	~[0.408124,-0.309252,-0.221132,-0.829999]	~[0.617256,-0.342858,-0.671971,-0.223380]	~[0.334510,-0.032143,0.488385,-0.805326]	~[0.525503,-0.343270,-0.400661,-0.667445]	~[-0.009311,-0.444329,0.460396,-0.768454]	~[0.772289,0.192508,-0.579227,0.176090]	~[-0.362944,-0.477904,0.601550,-0.527273]
73.3519355	~[-0.016447,0.092783,-0.492004,-0.865478]	~[0.031154,-0.530902,0.259480,-0.806128]	~[0.157272,-0.389651,-0.106505,-0.901162]	~[-0.235089,-0.160741,-0.469159,-0.835934]	~[0.048532,-0.399022,0.116999,-0.908151]	~[-0.457631,-0.373106,-0.565037,-0.576280]	~[0.355720,-0.135028,-0.676117,-0.630949]	~[0.688287,-0.187167,0.324339,-0.621316]	~[0.408179,-0.309267,-0.221111,-0.829972]	~[0.617271,-0.342825,-0.671967,-0.223399]	~[0.330470,-0.026635,0.489775,-0.806350]	~[0.525188,-0.343366,-0.400612,-0.667673]	~[-0.009231,-0.444341,0.460437,-0.768423]	~[0.772234,0.192408,-0.579339,0.176069]	~[-0.362998,-0.477888,0.601512,-0.527294]
73.371821	~[-0.016351,0.092724,-0.491888,-0.865552]	~[0.031552,-0.531981,0.257875,-0.805916]	~[0.157240,-0.389193,-0.106735,-0.901339]	~[-0.235081,-0.160828,-0.469373,-0.835799]	~[0.048517,-0.399011,0.116987,-0.908158]	~[-0.457719,-0.373136,-0.564732,-0.576490]	~[0.355734,-0.135005,-0.676183,-0.630875]	~[0.689712,-0.186502,0.320683,-0.621833]	~[0.408179,-0.309285,-0.221050,-0.829981]	~[0.617313,-0.342787,-0.671941,-0.223422]	~[0.327010,-0.020149,0.490867,-0.807284]	~[0.524981,-0.343365,-0.400672,-0.667801]	~[-0.009172,-0.444423,0.460568,-0.768298]	~[0.772186,0.192303,-0.579460,0.175996]	~[-0.363073,-0.477861,0.601448,-0.527340]
73.4018268	~[-0.016524,0.092575,-0.492152,-0.865415]	~[0.031866,-0.532511,0.257081,-0.805808]	~[0.157087,-0.388695,-0.107162,-0.901530]	~[-0.235409,-0.160761,-0.468942,-0.835962]	~[0.048492,-0.399001,0.116958,-0.908167]	~[-0.457955,-0.373191,-0.564448,-0.576545]	~[0.355765,-0.134980,-0.676184,-0.630862]	~[0.691212,-0.185816,0.317294,-0.622111]	~[0.408242,-0.309300,-0.221004,-0.829957]	~[0.617360,-0.342818,-0.671846,-0.223531]	~[0.324291,-0.013493,0.490889,-0.808506]	~[0.524658,-0.343462,-0.400790,-0.667933]	~[-0.009192,-0.444494,0.460769,-0.768136]	~[0.772109,0.192261,-0.579578,0.175989]	~[-0.363083,-0.477938,0.601304,-0.527427]
73.421793	~[-0.016600,0.092440,-0.492082,-0.865468]	~[0.031908,-0.532258,0.257086,-0.805971]	~[0.156732,-0.388321,-0.107545,-0.901707]	~[-0.235630,-0.160668,-0.468918,-0.835931]	~[0.048390,-0.398989,0.116966,-0.908177]	~[-0.458296,-0.373361,-0.564242,-0.576366]	~[0.355856,-0.134877,-0.676184,-0.630833]	~[0.692320,-0.183959,0.313288,-0.623460]	~[0.408303,-0.309303,-0.220988,-0.829931]	~[0.617442,-0.342778,-0.671772,-0.223588]	~[0.323028,-0.007024,0.489170,-0.810134]	~[0.524527,-0.343579,-0.400892,-0.667915]	~[-0.009325,-0.444559,0.461052,-0.767926]	~[0.772208,0.192182,-0.579433,0.176122]	~[-0.363142,-0.477890,0.601279,-0.527459]
73.4517587	~[-0.016707,0.092243,-0.492212,-0.865413]	~[0.031785,-0.532045,0.257414,-0.806012]	~[0.156210,-0.388319,-0.108128,-0.901729]	~[-0.235758,-0.160496,-0.469006,-0.835878]	~[0.048379,-0.398987,0.116921,-0.908184]	~[-0.458699,-0.373552,-0.564186,-0.575976]	~[0.355813,-0.134866,-0.676199,-0.630843]	~[0.692815,-0.182591,0.310958,-0.624479]	~[0.408254,-0.309321,-0.220927,-0.829964]	~[0.617558,-0.342662,-0.671726,-0.223581]	~[0.322455,-0.002183,0.486732,-0.811856]	~[0.524372,-0.343691,-0.400699,-0.668095]	~[-0.009378,-0.444541,0.461132,-0.767889]	~[0.772269,0.192073,-0.579350,0.176246]	~[-0.363199,-0.477853,0.601250,-0.527486]
73.4718668	~[-0.016703,0.092201,-0.492301,-0.865366]	~[0.031820,-0.532304,0.257511,-0.805809]	~[0.155750,-0.388730,-0.108616,-0.901573]	~[-0.235782,-0.160236,-0.468985,-0.835933]	~[0.048271,-0.398964,0.116929,-0.908199]	~[-0.459082,-0.373517,-0.564139,-0.575739]	~[0.355797,-0.134830,-0.676226,-0.630831]	~[0.693205,-0.182093,0.309664,-0.624833]	~[0.408269,-0.309320,-0.220897,-0.829965]	~[0.617657,-0.342545,-0.671704,-0.223553]	~[0.321793,0.000535,0.485142,-0.813072]	~[0.524200,-0.343757,-0.400450,-0.668345]	~[-0.009412,-0.444491,0.461123,-0.767922]	~[0.772289,0.191939,-0.579371,0.176234]	~[-0.363191,-0.477876,0.601202,-0.527525]
73.5019198	~[-0.016565,0.092352,-0.492217,-0.865401]	~[0.031980,-0.532599,0.257276,-0.805683]	~[0.155235,-0.389074,-0.108750,-0.901497]	~[-0.235549,-0.160009,-0.469288,-0.835872]	~[0.048296,-0.398959,0.116913,-0.908202]	~[-0.459336,-0.373250,-0.564008,-0.575839]	~[0.355757,-0.134838,-0.676246,-0.630831]	~[0.693613,-0.181960,0.308959,-0.624768]	~[0.408292,-0.309310,-0.220879,-0.829962]	~[0.617663,-0.342568,-0.671641,-0.223693]	~[0.321279,0.002041,0.483969,-0.813972]	~[0.523923,-0.343710,-0.400392,-0.668621]	~[-0.009400,-0.444457,0.461039,-0.767993]	~[0.772231,0.191860,-0.579485,0.176199]	~[-0.363178,-0.477827,0.601252,-0.527521]
73.5218866	~[-0.016465,0.092553,-0.492271,-0.865351]	~[0.032041,-0.532552,0.256860,-0.805844]	~[0.154904,-0.389562,-0.108860,-0.901330]	~[-0.235299,-0.159881,-0.469688,-0.835742]	~[0.048322,-0.398978,0.116891,-0.908195]	~[-0.459355,-0.372891,-0.563950,-0.576113]	~[0.355728,-0.134853,-0.676284,-0.630802]	~[0.694115,-0.181046,0.307670,-0.625113]	~[0.408259,-0.309301,-0.220860,-0.829987]	~[0.617704,-0.342515,-0.671599,-0.223785]	~[0.321228,0.002994,0.482495,-0.814863]	~[0.523562,-0.343663,-0.400401,-0.668922]	~[-0.009381,-0.444419,0.460943,-0.768072]	~[0.772091,0.191842,-0.579693,0.176151]	~[-0.363187,-0.477789,0.601315,-0.527478]
73.5518415	~[-0.016499,0.092658,-0.492474,-0.865224]	~[0.032165,-0.532394,0.256464,-0.806069]	~[0.154384,-0.390183,-0.108713,-0.901168]	~[-0.235237,-0.159793,-0.469886,-0.835666]	~[0.048385,-0.398979,0.116898,-0.908190]	~[-0.459203,-0.372608,-0.564078,-0.576291]	~[0.355660,-0.134912,-0.676287,-0.630825]	~[0.694899,-0.179350,0.305231,-0.625926]	~[0.408189,-0.309298,-0.220850,-0.830025]	~[0.617739,-0.342461,-0.671575,-0.223843]	~[0.321836,0.004241,0.480261,-0.815937]	~[0.523190,-0.343733,-0.400327,-0.669222]	~[-0.009333,-0.444439,0.460820,-0.768135]	~[0.771884,0.191767,-0.580050,0.175961]	~[-0.363177,-0.477775,0.601350,-0.527458]
73.6019415	~[-0.016632,0.092778,-0.492586,-0.865144]	~[0.032380,-0.532345,0.256296,-0.806147]	~[0.154009,-0.391626,-0.108492,-0.900633]	~[-0.235333,-0.159753,-0.469763,-0.835715]	~[0.048348,-0.398973,0.116942,-0.908189]	~[-0.458975,-0.372371,-0.564398,-0.576313]	~[0.355619,-0.134942,-0.676270,-0.630860]	~[0.695822,-0.177184,0.302193,-0.626990]	~[0.408159,-0.309297,-0.220867,-0.830036]	~[0.617722,-0.342446,-0.671562,-0.223951]	~[0.322968,0.006792,0.477552,-0.817062]	~[0.522912,-0.343823,-0.400526,-0.669275]	~[-0.009274,-0.444482,0.460722,-0.768170]	~[0.771924,0.191693,-0.580066,0.175813]	~[-0.363154,-0.477785,0.601347,-0.527468]
73.6219366	~[-0.016743,0.092933,-0.492451,-0.865203]	~[0.032561,-0.532553,0.256133,-0.806054]	~[0.154007,-0.392734,-0.108799,-0.900113]	~[-0.235390,-0.159748,-0.469629,-0.835775]	~[0.048354,-0.398981,0.116981,-0.908180]	~[-0.458787,-0.372189,-0.564669,-0.576315]	~[0.355572,-0.134941,-0.676290,-0.630866]	~[0.696627,-0.175139,0.299575,-0.627927]	~[0.408149,-0.309306,-0.220918,-0.830024]	~[0.617718,-0.342442,-0.671564,-0.223964]	~[0.324122,0.010017,0.474761,-0.818197]	~[0.522897,-0.343803,-0.400909,-0.669066]	~[-0.009217,-0.444516,0.460633,-0.768204]	~[0.772000,0.191660,-0.579976,0.175814]	~[-0.363183,-0.477744,0.601377,-0.527450]
73.6519127	~[-0.016718,0.092910,-0.492320,-0.865280]	~[0.032334,-0.532685,0.256099,-0.805987]	~[0.154338,-0.393886,-0.109091,-0.899518]	~[-0.235389,-0.159804,-0.469663,-0.835746]	~[0.048325,-0.398982,0.117030,-0.908175]	~[-0.458657,-0.372079,-0.564738,-0.576422]	~[0.355508,-0.134916,-0.676347,-0.630847]	~[0.697249,-0.173285,0.297337,-0.628814]	~[0.408128,-0.309302,-0.220953,-0.830026]	~[0.617676,-0.342470,-0.671578,-0.223994]	~[0.324625,0.013031,0.472207,-0.819432]	~[0.522896,-0.343751,-0.401264,-0.668881]	~[-0.009181,-0.444539,0.460523,-0.768257]	~[0.771985,0.191639,-0.580024,0.175743]	~[-0.363170,-0.477741,0.601378,-0.527461]
73.6718833	~[-0.016682,0.092776,-0.492348,-0.865279]	~[0.031964,-0.532820,0.256332,-0.805838]	~[0.154899,-0.394909,-0.109283,-0.898949]	~[-0.235464,-0.159822,-0.469575,-0.835771]	~[0.048384,-0.398988,0.117019,-0.908171]	~[-0.458694,-0.372004,-0.564631,-0.576546]	~[0.355414,-0.134919,-0.676427,-0.630812]	~[0.697527,-0.172300,0.296338,-0.629248]	~[0.408070,-0.309334,-0.220954,-0.830043]	~[0.617672,-0.342380,-0.671674,-0.223857]	~[0.325080,0.015466,0.470093,-0.820425]	~[0.522924,-0.343668,-0.401717,-0.668630]	~[-0.009211,-0.444544,0.460424,-0.768313]	~[0.772077,0.191629,-0.579910,0.175726]	~[-0.363243,-0.477671,0.601419,-0.527427]
73.701917	~[-0.016757,0.092616,-0.492375,-0.865280]	~[0.031647,-0.533352,0.256811,-0.805346]	~[0.155484,-0.395745,-0.109415,-0.898465]	~[-0.235647,-0.159884,-0.469419,-0.835795]	~[0.048438,-0.398978,0.117014,-0.908173]	~[-0.458880,-0.371914,-0.564496,-0.576588]	~[0.355450,-0.134874,-0.676474,-0.630751]	~[0.697326,-0.172731,0.297230,-0.628932]	~[0.408047,-0.309344,-0.220954,-0.830050]	~[0.617628,-0.342400,-0.671723,-0.223799]	~[0.325692,0.016352,0.468946,-0.820821]	~[0.522814,-0.343613,-0.402024,-0.668560]	~[-0.009348,-0.444516,0.460414,-0.768334]	~[0.772228,0.191610,-0.579673,0.175866]	~[-0.363264,-0.477675,0.601390,-0.527443]
73.7217998	~[-0.016877,0.092463,-0.492432,-0.865261]	~[0.031450,-0.533892,0.257446,-0.804793]	~[0.156025,-0.396370,-0.109619,-0.898071]	~[-0.235871,-0.159947,-0.469341,-0.835763]	~[0.048456,-0.398985,0.116976,-0.908174]	~[-0.459170,-0.371837,-0.564386,-0.576514]	~[0.355418,-0.134926,-0.676441,-0.630794]	~[0.696893,-0.173055,0.298783,-0.628586]	~[0.408075,-0.309322,-0.220965,-0.830042]	~[0.617598,-0.342442,-0.671731,-0.223794]	~[0.325854,0.015315,0.469307,-0.820570]	~[0.522411,-0.343738,-0.402024,-0.668811]	~[-0.009572,-0.444496,0.460519,-0.768280]	~[0.772287,0.191621,-0.579551,0.175995]	~[-0.363337,-0.477638,0.601407,-0.527407]
73.7517534	~[-0.017051,0.092327,-0.492485,-0.865242]	~[0.031464,-0.534465,0.258115,-0.804198]	~[0.156375,-0.396744,-0.109880,-0.897813]	~[-0.236104,-0.160006,-0.469329,-0.835693]	~[0.048407,-0.398977,0.116952,-0.908183]	~[-0.459418,-0.371688,-0.564372,-0.576427]	~[0.355461,-0.134939,-0.676357,-0.630856]	~[0.696254,-0.172857,0.299655,-0.628934]	~[0.408048,-0.309348,-0.220970,-0.830044]	~[0.617583,-0.342440,-0.671758,-0.223758]	~[0.327450,0.013887,0.469592,-0.819797]	~[0.522133,-0.343794,-0.401842,-0.669108]	~[-0.009743,-0.444481,0.460570,-0.768256]	~[0.772305,0.191563,-0.579537,0.176028]	~[-0.363340,-0.477656,0.601401,-0.527396]
73.7718044	~[-0.017129,0.092221,-0.492497,-0.865245]	~[0.030856,-0.534338,0.258621,-0.804143]	~[0.156536,-0.396902,-0.110137,-0.897683]	~[-0.236294,-0.160058,-0.469449,-0.835562]	~[0.048372,-0.398960,0.116937,-0.908194]	~[-0.459551,-0.371429,-0.564448,-0.576414]	~[0.355445,-0.134999,-0.676301,-0.630912]	~[0.695123,-0.173504,0.302072,-0.628851]	~[0.408035,-0.309360,-0.220960,-0.830049]	~[0.617607,-0.342376,-0.671803,-0.223651]	~[0.330594,0.012560,0.469748,-0.818466]	~[0.521987,-0.343793,-0.401729,-0.669290]	~[-0.009822,-0.444462,0.460574,-0.768263]	~[0.772277,0.191555,-0.579550,0.176118]	~[-0.363393,-0.477614,0.601474,-0.527313]
73.8017426	~[-0.017134,0.092197,-0.492536,-0.865225]	~[0.030039,-0.534357,0.259140,-0.803994]	~[0.156532,-0.396892,-0.110385,-0.897658]	~[-0.236395,-0.160051,-0.469762,-0.835359]	~[0.048361,-0.398946,0.116917,-0.908204]	~[-0.459616,-0.371084,-0.564610,-0.576424]	~[0.355445,-0.135009,-0.676293,-0.630919]	~[0.693499,-0.176024,0.306108,-0.627991]	~[0.408037,-0.309361,-0.220963,-0.830047]	~[0.617591,-0.342403,-0.671812,-0.223629]	~[0.334775,0.009846,0.471211,-0.815959]	~[0.521693,-0.343917,-0.401542,-0.669568]	~[-0.009832,-0.444433,0.460512,-0.768317]	~[0.772244,0.191484,-0.579602,0.176167]	~[-0.363401,-0.477596,0.601554,-0.527233]
73.8218129	~[-0.017184,0.092193,-0.492717,-0.865121]	~[0.029749,-0.534463,0.259679,-0.803760]	~[0.156286,-0.396873,-0.110496,-0.897695]	~[-0.236430,-0.160078,-0.469948,-0.835239]	~[0.048354,-0.398944,0.116915,-0.908205]	~[-0.459692,-0.370721,-0.564792,-0.576419]	~[0.355466,-0.135058,-0.676249,-0.630944]	~[0.691546,-0.180146,0.311369,-0.626388]	~[0.408031,-0.309393,-0.220950,-0.830041]	~[0.617571,-0.342452,-0.671800,-0.223646]	~[0.338462,0.005200,0.473819,-0.812965]	~[0.521349,-0.343989,-0.401425,-0.669869]	~[-0.009834,-0.444419,0.460454,-0.768360]	~[0.772202,0.191431,-0.579667,0.176193]	~[-0.363344,-0.477631,0.601628,-0.527156]
73.8518012	~[-0.017191,0.092196,-0.492834,-0.865054]	~[0.029904,-0.534289,0.260010,-0.803763]	~[0.155932,-0.396919,-0.110551,-0.897730]	~[-0.236462,-0.160153,-0.470029,-0.835170]	~[0.048331,-0.398938,0.116944,-0.908205]	~[-0.459878,-0.370452,-0.564941,-0.576297]	~[0.355456,-0.135151,-0.676149,-0.631037]	~[0.689774,-0.184046,0.316162,-0.624805]	~[0.408064,-0.309363,-0.220972,-0.830030]	~[0.617547,-0.342557,-0.671751,-0.223701]	~[0.340710,-0.001381,0.477359,-0.809965]	~[0.521129,-0.344015,-0.401535,-0.669961]	~[-0.009787,-0.444431,0.460435,-0.768365]	~[0.772269,0.191354,-0.579600,0.176203]	~[-0.363304,-0.477665,0.601674,-0.527100]
73.8718466	~[-0.017239,0.092204,-0.492919,-0.865004]	~[0.030017,-0.534237,0.260401,-0.803667]	~[0.155573,-0.396848,-0.110521,-0.897828]	~[-0.236572,-0.160333,-0.470153,-0.835035]	~[0.048352,-0.398928,0.116979,-0.908204]	~[-0.460183,-0.370222,-0.564997,-0.576147]	~[0.355553,-0.135191,-0.676069,-0.631060]	~[0.687248,-0.189103,0.323240,-0.622452]	~[0.408070,-0.309361,-0.220995,-0.830022]	~[0.617546,-0.342603,-0.671717,-0.223734]	~[0.342067,-0.008902,0.481849,-0.806680]	~[0.520914,-0.344128,-0.401686,-0.669980]	~[-0.009742,-0.444424,0.460376,-0.768405]	~[0.772295,0.191321,-0.579583,0.176183]	~[-0.363252,-0.477689,0.601733,-0.527047]
73.9018195	~[-0.017348,0.092258,-0.493048,-0.864923]	~[0.029689,-0.533667,0.260758,-0.803943]	~[0.155415,-0.396727,-0.110513,-0.897909]	~[-0.236718,-0.160471,-0.470253,-0.834911]	~[0.048351,-0.398941,0.117010,-0.908194]	~[-0.460478,-0.370046,-0.564900,-0.576120]	~[0.355603,-0.135205,-0.676034,-0.631066]	~[0.684429,-0.196504,0.332277,-0.618494]	~[0.408125,-0.309351,-0.221038,-0.829987]	~[0.617555,-0.342592,-0.671721,-0.223715]	~[0.339902,-0.020246,0.488638,-0.803299]	~[0.520698,-0.344364,-0.401764,-0.669980]	~[-0.009629,-0.444450,0.460383,-0.768387]	~[0.772180,0.191282,-0.579766,0.176128]	~[-0.363241,-0.477693,0.601753,-0.527028]
73.9217418	~[-0.017483,0.092392,-0.493250,-0.864790]	~[0.029813,-0.533552,0.260559,-0.804078]	~[0.155289,-0.396765,-0.110613,-0.897902]	~[-0.236836,-0.160463,-0.470226,-0.834894]	~[0.048350,-0.398957,0.117022,-0.908186]	~[-0.460683,-0.369981,-0.564765,-0.576129]	~[0.355655,-0.135160,-0.676069,-0.631009]	~[0.683681,-0.197004,0.333200,-0.618666]	~[0.408139,-0.309335,-0.221053,-0.829982]	~[0.617542,-0.342627,-0.671722,-0.223694]	~[0.336056,-0.030982,0.493824,-0.801402]	~[0.520513,-0.344600,-0.401848,-0.669952]	~[-0.009536,-0.444445,0.460420,-0.768369]	~[0.772189,0.191180,-0.579764,0.176207]	~[-0.363267,-0.477680,0.601736,-0.527042]
73.9518964	~[-0.017493,0.092390,-0.493440,-0.864682]	~[0.029925,-0.533820,0.260001,-0.804077]	~[0.155396,-0.396864,-0.110988,-0.897793]	~[-0.236942,-0.160420,-0.470314,-0.834822]	~[0.048414,-0.398951,0.117016,-0.908186]	~[-0.460820,-0.369937,-0.564805,-0.576010]	~[0.355732,-0.135027,-0.676179,-0.630876]	~[0.683448,-0.195876,0.332043,-0.619902]	~[0.408150,-0.309344,-0.221084,-0.829965]	~[0.617538,-0.342577,-0.671781,-0.223603]	~[0.333527,-0.031603,0.496063,-0.801051]	~[0.520354,-0.344902,-0.401757,-0.669974]	~[-0.009470,-0.444417,0.460504,-0.768336]	~[0.772320,0.191036,-0.579591,0.176353]	~[-0.363320,-0.477646,0.601713,-0.527062]
73.9718269	~[-0.017421,0.092324,-0.493543,-0.864632]	~[0.029724,-0.534231,0.259417,-0.804000]	~[0.155335,-0.396935,-0.111449,-0.897715]	~[-0.236980,-0.160394,-0.470443,-0.834744]	~[0.048421,-0.398977,0.116976,-0.908179]	~[-0.460867,-0.369933,-0.564965,-0.575817]	~[0.355782,-0.134919,-0.676294,-0.630747]	~[0.683397,-0.195354,0.331149,-0.620601]	~[0.408157,-0.309338,-0.221065,-0.829969]	~[0.617551,-0.342591,-0.671772,-0.223572]	~[0.330790,-0.028857,0.497568,-0.801356]	~[0.520058,-0.345410,-0.401394,-0.670160]	~[-0.009440,-0.444386,0.460656,-0.768263]	~[0.772411,0.190948,-0.579443,0.176539]	~[-0.363335,-0.477656,0.601633,-0.527134]
74.0018299	~[-0.017394,0.092248,-0.493761,-0.864516]	~[0.029254,-0.534830,0.259291,-0.803660]	~[0.155436,-0.396674,-0.112180,-0.897722]	~[-0.236951,-0.160221,-0.470597,-0.834699]	~[0.048459,-0.398996,0.116912,-0.908177]	~[-0.460799,-0.370049,-0.565087,-0.575677]	~[0.355873,-0.134776,-0.676407,-0.630605]	~[0.683770,-0.195712,0.330914,-0.620202]	~[0.408132,-0.309370,-0.221046,-0.829974]	~[0.617536,-0.342673,-0.671739,-0.223587]	~[0.326530,-0.026477,0.499702,-0.801857]	~[0.519764,-0.345897,-0.400972,-0.670389]	~[-0.009462,-0.444372,0.460868,-0.768144]	~[0.772456,0.190929,-0.579319,0.176767]	~[-0.363362,-0.477653,0.601573,-0.527187]
74.0217941	~[-0.017391,0.092161,-0.493968,-0.864407]	~[0.029329,-0.535375,0.259068,-0.803366]	~[0.155237,-0.396403,-0.112596,-0.897824]	~[-0.237114,-0.160048,-0.470262,-0.834874]	~[0.048453,-0.399012,0.116851,-0.908178]	~[-0.460675,-0.370121,-0.565102,-0.575716]	~[0.355874,-0.134707,-0.676481,-0.630540]	~[0.685215,-0.194067,0.328269,-0.620530]	~[0.408137,-0.309387,-0.221027,-0.829970]	~[0.617546,-0.342723,-0.671683,-0.223651]	~[0.322881,-0.023481,0.500577,-0.802882]	~[0.519604,-0.346291,-0.400611,-0.670526]	~[-0.009507,-0.444353,0.461058,-0.768040]	~[0.772584,0.190838,-0.579153,0.176854]	~[-0.363440,-0.477577,0.601594,-0.527178]
